Employee_ID,Employee_Status,Attrition_Flag,Attrition,Age,Age_Group,Gender,Marital_Status,Education,Education_Field,Department,Job_Role,Job_Level,Job_Involvement,Business_Travel,Distance_From_Home,Distance_Category,Daily_Rate,Hourly_Rate,Monthly_Rate,Monthly_Income,Income_Range,Income_Category,Percent_Salary_Hike,Stock_Option_Level,Performance_Rating,Performance_Category,Environment_Satisfaction,Job_Satisfaction,Relationship_Satisfaction,Work_Life_Balance,Overall_Satisfaction,Over_Time,Attrition_Risk,Total_Working_Years,Experience_Group,Years_At_Company,Company_Tenure,Years_In_Current_Role,Years_Since_Last_Promotion,Years_With_Current_Manager,Num_Companies_Worked,Training_Times_Last_Year
852,Active Employee,0,No,44,35-45,Male,Single,3,Medical,Research & Development,Healthcare Representative,2,3,Travel Rarely,4,Near (0-5 km),625,50,5197,5933,$3K-<6K,Lower Middle Income,12,0,3,Good,4,2,4,2,3,No,Low Risk,10,Mid-Level(6-10),5,4-7 Years,2,2,3,9,2
854,Active Employee,0,No,25,18-25,Male,Single,1,Medical,Research & Development,Research Scientist,1,4,Travel Rarely,2,Near (0-5 km),180,65,21632,3424,$3K-<6K,Lower Middle Income,13,0,3,Good,1,1,3,2,1.75,No,Low Risk,6,Mid-Level(6-10),4,4-7 Years,3,0,1,7,3
855,Active Employee,0,No,33,26-35,Male,Divorced,3,Medical,Sales,Sales Executive,2,4,Travel Rarely,1,Near (0-5 km),586,48,21816,4037,$3K-<6K,Lower Middle Income,22,1,4,Excellent,1,1,1,3,1.5,No,Low Risk,9,Mid-Level(6-10),9,8-10 Years,8,0,8,1,5
856,Active Employee,0,No,35,35-45,Female,Single,1,Medical,Research & Development,Research Scientist,1,2,Travel Rarely,27,Far (16-30 km),1343,53,17852,2559,<$3K,Lower Income,11,0,3,Good,3,1,4,2,2.5,No,Low Risk,6,Mid-Level(6-10),6,4-7 Years,5,1,1,1,3
857,Active Employee,0,No,36,35-45,Male,Married,2,Life Sciences,Sales,Sales Executive,2,3,Travel Rarely,1,Near (0-5 km),928,56,2823,6201,$6K-<10K,Middle Income,14,1,3,Good,2,4,4,2,3,Yes,Moderate Risk,18,Senior(11-20),18,15+ Years,14,4,11,1,1
859,Active Employee,0,No,32,26-35,Male,Divorced,4,Life Sciences,Sales,Sales Executive,2,3,Travel Rarely,13,Moderate (6-15 km),117,73,9250,4403,$3K-<6K,Lower Middle Income,11,1,3,Good,2,4,3,2,2.75,No,Low Risk,8,Mid-Level(6-10),5,4-7 Years,2,0,3,2,3
861,Active Employee,0,No,30,26-35,Male,Divorced,4,Life Sciences,Research & Development,Research Scientist,1,2,Travel Frequently,5,Near (0-5 km),1012,75,2373,3761,$3K-<6K,Lower Middle Income,12,1,3,Good,2,4,2,2,2.5,No,Low Risk,10,Mid-Level(6-10),5,4-7 Years,4,0,3,9,3
862,Active Employee,0,No,53,46-55,Female,Married,2,Marketing,Sales,Sales Executive,3,2,Travel Rarely,7,Moderate (6-15 km),661,78,20715,10934,$10K-<15K,Upper Middle Income,18,1,3,Good,1,4,4,3,3,Yes,Moderate Risk,35,Expert(20+),5,4-7 Years,2,0,4,7,3
864,Active Employee,0,No,45,35-45,Male,Divorced,3,Marketing,Sales,Sales Executive,3,3,Travel Rarely,9,Moderate (6-15 km),930,74,19239,10761,$10K-<15K,Upper Middle Income,12,1,3,Good,4,1,3,3,2.75,Yes,Moderate Risk,18,Senior(11-20),5,4-7 Years,4,0,2,4,2
865,Active Employee,0,No,32,26-35,Female,Married,2,Medical,Research & Development,Research Scientist,2,4,Travel Rarely,8,Moderate (6-15 km),638,91,22162,5175,$3K-<6K,Lower Middle Income,12,1,3,Good,3,3,3,2,2.75,No,Low Risk,9,Mid-Level(6-10),5,4-7 Years,3,1,3,5,3
867,Active Employee,0,No,52,46-55,Female,Married,4,Medical,Research & Development,Manufacturing Director,4,2,Travel Frequently,25,Far (16-30 km),890,81,19028,13826,$10K-<15K,Upper Middle Income,22,0,4,Excellent,3,4,3,3,3.25,No,Low Risk,31,Expert(20+),9,8-10 Years,8,0,0,3,3
868,Active Employee,0,No,37,35-45,Male,Divorced,4,Marketing,Sales,Sales Executive,2,2,Travel Rarely,16,Far (16-30 km),342,66,24558,6334,$6K-<10K,Middle Income,19,2,3,Good,4,3,4,3,3.5,No,Low Risk,9,Mid-Level(6-10),1,1-3 Years,0,0,0,4,2
869,Active Employee,0,No,28,26-35,Male,Divorced,2,Medical,Human Resources,Human Resources,1,2,Travel Rarely,8,Moderate (6-15 km),1169,63,23965,4936,$3K-<6K,Lower Middle Income,13,1,3,Good,2,4,4,3,3.25,No,Low Risk,6,Mid-Level(6-10),5,4-7 Years,1,0,4,1,6
872,Active Employee,0,No,22,18-25,Male,Married,2,Life Sciences,Research & Development,Manufacturing Director,2,2,Travel Rarely,1,Near (0-5 km),1230,33,19146,4775,$3K-<6K,Lower Middle Income,22,2,4,Excellent,4,4,1,1,2.5,No,Low Risk,4,Junior(3-5),2,1-3 Years,2,2,2,6,2
874,Active Employee,0,No,44,35-45,Male,Married,4,Life Sciences,Research & Development,Laboratory Technician,1,4,Travel Rarely,8,Moderate (6-15 km),986,62,5044,2818,<$3K,Lower Income,24,1,4,Excellent,1,4,3,2,2.5,Yes,Moderate Risk,10,Mid-Level(6-10),3,1-3 Years,2,0,2,2,2
875,Active Employee,0,No,42,35-45,Male,Single,1,Medical,Research & Development,Research Scientist,1,3,Travel Frequently,2,Near (0-5 km),1271,35,9068,2515,<$3K,Lower Income,14,0,3,Good,2,4,4,3,3.25,Yes,Moderate Risk,8,Mid-Level(6-10),2,1-3 Years,1,2,2,5,2
878,Active Employee,0,No,36,35-45,Male,Married,3,Life Sciences,Human Resources,Human Resources,1,2,Travel Rarely,8,Moderate (6-15 km),1278,77,8635,2342,<$3K,Lower Income,21,0,4,Excellent,1,1,3,3,2,No,Low Risk,6,Mid-Level(6-10),5,4-7 Years,4,0,3,0,3
879,Active Employee,0,No,25,18-25,Male,Married,1,Other,Sales,Sales Executive,2,3,Travel Rarely,3,Near (0-5 km),141,98,14363,4194,$3K-<6K,Lower Middle Income,18,0,3,Good,3,1,4,3,2.75,Yes,Moderate Risk,5,Junior(3-5),5,4-7 Years,3,0,3,1,3
880,Active Employee,0,No,35,35-45,Female,Married,3,Life Sciences,Research & Development,Manufacturing Director,3,2,Travel Rarely,9,Moderate (6-15 km),607,66,23457,10685,$10K-<15K,Upper Middle Income,20,1,4,Excellent,4,3,2,3,3,Yes,High Risk,17,Senior(11-20),17,15+ Years,14,5,15,1,2
881,Ex-Employee,1,Yes,35,35-45,Female,Divorced,4,Life Sciences,Research & Development,Research Scientist,1,3,Travel Frequently,25,Far (16-30 km),130,96,16612,2022,<$3K,Lower Income,19,1,3,Good,4,2,1,2,2.25,Yes,High Risk,10,Mid-Level(6-10),10,8-10 Years,2,7,8,1,3
882,Active Employee,0,No,32,26-35,Male,Divorced,3,Life Sciences,Research & Development,Laboratory Technician,1,3,Non-Travel,1,Near (0-5 km),300,61,9148,2314,<$3K,Lower Income,12,1,3,Good,4,4,2,3,3.25,No,Low Risk,4,Junior(3-5),3,1-3 Years,0,0,2,0,2
885,Active Employee,0,No,25,18-25,Male,Married,1,Marketing,Sales,Sales Executive,2,2,Travel Rarely,4,Near (0-5 km),583,87,18154,4256,$3K-<6K,Lower Middle Income,12,0,3,Good,3,1,1,4,2.25,No,Low Risk,5,Junior(3-5),5,4-7 Years,2,0,3,1,1
887,Active Employee,0,No,49,46-55,Female,Married,3,Technical Degree,Research & Development,Research Scientist,1,3,Travel Rarely,1,Near (0-5 km),1418,36,10554,3580,$3K-<6K,Lower Middle Income,16,1,3,Good,3,1,2,3,2.25,No,Low Risk,7,Mid-Level(6-10),4,4-7 Years,2,0,2,2,2
888,Active Employee,0,No,24,18-25,Male,Married,1,Life Sciences,Research & Development,Laboratory Technician,1,2,Non-Travel,4,Near (0-5 km),1269,46,10778,3162,$3K-<6K,Lower Middle Income,17,0,3,Good,1,4,4,2,2.75,No,Low Risk,6,Mid-Level(6-10),5,4-7 Years,2,3,4,0,2
889,Active Employee,0,No,32,26-35,Male,Married,2,Life Sciences,Sales,Sales Executive,2,3,Travel Frequently,5,Near (0-5 km),379,48,8891,6524,$6K-<10K,Middle Income,14,1,3,Good,2,2,4,3,2.75,No,Low Risk,10,Mid-Level(6-10),10,8-10 Years,8,5,3,1,3
893,Active Employee,0,No,38,35-45,Male,Married,3,Marketing,Sales,Sales Representative,1,2,Travel Rarely,9,Moderate (6-15 km),395,98,12102,2899,<$3K,Lower Income,19,1,3,Good,2,2,4,3,2.75,No,Low Risk,3,Junior(3-5),2,1-3 Years,2,1,2,0,3
894,Active Employee,0,No,42,35-45,Female,Married,3,Life Sciences,Research & Development,Laboratory Technician,2,4,Travel Rarely,3,Near (0-5 km),1265,95,23726,5231,$3K-<6K,Lower Middle Income,13,1,3,Good,3,4,2,2,2.75,Yes,Moderate Risk,17,Senior(11-20),5,4-7 Years,3,1,3,2,1
895,Active Employee,0,No,31,26-35,Male,Married,4,Life Sciences,Research & Development,Research Scientist,1,3,Travel Rarely,11,Moderate (6-15 km),1222,48,14871,2356,<$3K,Lower Income,19,1,3,Good,4,4,2,3,3.25,Yes,Moderate Risk,8,Mid-Level(6-10),6,4-7 Years,4,0,2,3,2
896,Ex-Employee,1,Yes,29,26-35,Female,Divorced,3,Medical,Sales,Sales Representative,1,2,Travel Rarely,1,Near (0-5 km),341,48,23522,2800,<$3K,Lower Income,19,3,3,Good,2,3,3,3,2.75,Yes,Moderate Risk,5,Junior(3-5),3,1-3 Years,2,0,2,6,3
897,Active Employee,0,No,53,46-55,Male,Married,3,Marketing,Sales,Sales Executive,4,3,Travel Rarely,8,Moderate (6-15 km),868,73,22789,11836,$10K-<15K,Upper Middle Income,14,1,3,Good,1,4,3,3,2.75,No,Low Risk,28,Expert(20+),2,1-3 Years,0,2,2,5,3
899,Active Employee,0,No,35,35-45,Male,Married,3,Technical Degree,Research & Development,Manufacturing Director,3,2,Travel Rarely,25,Far (16-30 km),672,78,9129,10903,$10K-<15K,Upper Middle Income,16,0,3,Good,4,2,1,3,2.5,No,Low Risk,16,Senior(11-20),13,10-15 Years,10,4,8,3,2
900,Active Employee,0,No,37,35-45,Female,Married,2,Medical,Sales,Sales Representative,1,3,Travel Frequently,21,Far (16-30 km),1231,54,21222,2973,<$3K,Lower Income,15,1,3,Good,3,4,2,3,3,No,Low Risk,10,Mid-Level(6-10),5,4-7 Years,4,0,0,5,3
901,Active Employee,0,No,53,46-55,Female,Single,4,Life Sciences,Research & Development,Research Director,4,3,Travel Rarely,23,Far (16-30 km),102,72,20206,14275,$10K-<15K,Upper Middle Income,18,0,3,Good,4,4,3,3,3.5,No,Low Risk,33,Expert(20+),12,10-15 Years,9,3,8,6,0
902,Active Employee,0,No,43,35-45,Female,Married,3,Life Sciences,Research & Development,Healthcare Representative,2,3,Travel Frequently,1,Near (0-5 km),422,33,21782,5562,$3K-<6K,Lower Middle Income,13,1,3,Good,4,4,2,2,3,No,Low Risk,12,Senior(11-20),5,4-7 Years,2,2,2,4,2
903,Active Employee,0,No,47,46-55,Female,Married,2,Marketing,Sales,Sales Executive,2,3,Travel Rarely,2,Near (0-5 km),249,35,17783,4537,$3K-<6K,Lower Middle Income,22,1,4,Excellent,3,4,1,3,2.75,Yes,High Risk,8,Mid-Level(6-10),7,4-7 Years,6,7,7,0,2
904,Active Employee,0,No,37,35-45,Male,Single,2,Medical,Sales,Sales Executive,3,3,Non-Travel,19,Far (16-30 km),1252,32,4814,7642,$6K-<10K,Middle Income,13,0,3,Good,1,2,4,3,2.5,Yes,High Risk,10,Mid-Level(6-10),10,8-10 Years,0,0,9,1,2
905,Active Employee,0,No,50,46-55,Male,Divorced,4,Life Sciences,Research & Development,Manager,4,3,Non-Travel,2,Near (0-5 km),881,98,4544,17924,$15K+,Higher Income,11,1,3,Good,1,1,4,3,2.25,No,Low Risk,31,Expert(20+),31,15+ Years,6,14,7,1,3
909,Active Employee,0,No,39,35-45,Female,Married,3,Life Sciences,Human Resources,Human Resources,2,2,Travel Rarely,2,Near (0-5 km),1383,42,7790,5204,$3K-<6K,Lower Middle Income,11,2,3,Good,4,4,3,3,3.5,No,Low Risk,13,Senior(11-20),5,4-7 Years,4,0,4,8,2
910,Active Employee,0,No,33,26-35,Male,Divorced,2,Human Resources,Human Resources,Human Resources,1,3,Travel Rarely,3,Near (0-5 km),1075,57,22650,2277,<$3K,Lower Income,11,1,3,Good,4,2,3,4,3.25,Yes,Moderate Risk,7,Mid-Level(6-10),4,4-7 Years,3,0,3,3,4
911,Ex-Employee,1,Yes,32,26-35,Male,Single,4,Life Sciences,Research & Development,Laboratory Technician,1,3,Travel Rarely,25,Far (16-30 km),374,87,18016,2795,<$3K,Lower Income,24,0,4,Excellent,1,4,3,1,2.25,Yes,High Risk,1,Fresher(0-2),1,1-3 Years,0,0,1,1,2
912,Active Employee,0,No,29,26-35,Female,Divorced,1,Medical,Research & Development,Laboratory Technician,1,2,Travel Rarely,7,Moderate (6-15 km),1086,62,6054,2532,<$3K,Lower Income,14,3,3,Good,1,4,3,3,2.75,No,Low Risk,8,Mid-Level(6-10),4,4-7 Years,3,0,3,6,5
913,Active Employee,0,No,44,35-45,Male,Married,2,Life Sciences,Research & Development,Research Scientist,1,3,Travel Rarely,9,Moderate (6-15 km),661,61,7508,2559,<$3K,Lower Income,13,0,3,Good,2,1,4,3,2.5,Yes,High Risk,8,Mid-Level(6-10),8,8-10 Years,7,7,1,1,0
916,Active Employee,0,No,28,26-35,Male,Single,4,Medical,Sales,Sales Executive,2,3,Travel Rarely,5,Near (0-5 km),821,98,24252,4908,$3K-<6K,Lower Middle Income,14,0,3,Good,1,4,2,3,2.5,No,Low Risk,4,Junior(3-5),4,4-7 Years,2,0,2,1,3
918,Ex-Employee,1,Yes,58,56+,Male,Divorced,1,Life Sciences,Research & Development,Laboratory Technician,1,2,Travel Frequently,2,Near (0-5 km),781,57,13384,2380,<$3K,Lower Income,14,1,3,Good,4,4,4,2,3.5,Yes,Moderate Risk,3,Junior(3-5),1,1-3 Years,0,0,0,9,3
920,Active Employee,0,No,43,35-45,Female,Divorced,3,Life Sciences,Research & Development,Manufacturing Director,2,3,Travel Rarely,8,Moderate (6-15 km),177,55,23814,4765,$3K-<6K,Lower Middle Income,21,1,4,Excellent,1,2,3,4,2.5,No,Low Risk,4,Junior(3-5),1,1-3 Years,0,0,0,4,2
922,Ex-Employee,1,Yes,20,18-25,Female,Single,3,Medical,Sales,Sales Representative,1,2,Travel Rarely,2,Near (0-5 km),500,49,22052,2044,<$3K,Lower Income,13,0,3,Good,3,3,4,2,3,No,Low Risk,2,Fresher(0-2),2,1-3 Years,2,0,2,1,3
923,Ex-Employee,1,Yes,21,18-25,Female,Single,1,Other,Research & Development,Research Scientist,1,3,Travel Rarely,18,Far (16-30 km),1427,65,8870,2693,<$3K,Lower Income,19,0,3,Good,4,4,1,2,2.75,No,Low Risk,1,Fresher(0-2),1,1-3 Years,0,0,0,1,3
924,Active Employee,0,No,36,35-45,Male,Married,1,Life Sciences,Research & Development,Healthcare Representative,2,3,Travel Rarely,14,Moderate (6-15 km),1425,68,4821,6586,$6K-<10K,Middle Income,17,1,3,Good,3,4,1,2,2.5,Yes,Moderate Risk,17,Senior(11-20),16,15+ Years,8,4,11,0,2
925,Active Employee,0,No,47,46-55,Female,Single,4,Life Sciences,Sales,Sales Representative,1,2,Travel Rarely,2,Near (0-5 km),1454,65,13137,3294,$3K-<6K,Lower Middle Income,18,0,3,Good,4,4,1,2,2.75,Yes,Moderate Risk,3,Junior(3-5),3,1-3 Years,2,1,2,1,3
926,Ex-Employee,1,Yes,22,18-25,Female,Married,1,Life Sciences,Research & Development,Manufacturing Director,2,3,Travel Rarely,3,Near (0-5 km),617,34,10022,4171,$3K-<6K,Lower Middle Income,19,1,3,Good,2,3,1,4,2.5,Yes,Moderate Risk,4,Junior(3-5),3,1-3 Years,2,0,2,0,3
927,Ex-Employee,1,Yes,41,35-45,Female,Divorced,4,Life Sciences,Research & Development,Laboratory Technician,1,1,Travel Rarely,2,Near (0-5 km),1085,57,17725,2778,<$3K,Lower Income,13,1,3,Good,2,4,3,2,2.75,Yes,Moderate Risk,10,Mid-Level(6-10),7,4-7 Years,7,1,0,4,1
930,Active Employee,0,No,28,26-35,Female,Divorced,3,Medical,Research & Development,Research Scientist,1,3,Travel Rarely,9,Moderate (6-15 km),995,77,9834,2377,<$3K,Lower Income,18,1,3,Good,3,3,2,3,2.75,No,Low Risk,6,Mid-Level(6-10),2,1-3 Years,2,2,2,5,2
932,Ex-Employee,1,Yes,39,35-45,Male,Married,3,Medical,Research & Development,Laboratory Technician,1,3,Travel Rarely,6,Moderate (6-15 km),1122,70,4303,2404,<$3K,Lower Income,21,0,4,Excellent,4,1,4,1,2.5,Yes,Moderate Risk,8,Mid-Level(6-10),2,1-3 Years,2,2,2,7,2
933,Active Employee,0,No,27,26-35,Female,Single,3,Life Sciences,Research & Development,Research Scientist,1,3,Travel Rarely,4,Near (0-5 km),618,76,17808,2318,<$3K,Lower Income,19,0,3,Good,2,3,3,3,2.75,No,Low Risk,1,Fresher(0-2),1,1-3 Years,1,0,0,1,2
934,Active Employee,0,No,34,26-35,Male,Divorced,3,Life Sciences,Research & Development,Laboratory Technician,1,3,Travel Rarely,10,Moderate (6-15 km),546,83,6896,2008,<$3K,Lower Income,14,2,3,Good,2,2,2,3,2.25,No,Low Risk,1,Fresher(0-2),1,1-3 Years,0,1,0,1,3
936,Active Employee,0,No,42,35-45,Female,Single,2,Medical,Sales,Sales Executive,2,2,Travel Rarely,14,Moderate (6-15 km),462,68,7824,6244,$6K-<10K,Middle Income,17,0,3,Good,3,3,1,3,2.5,No,Low Risk,10,Mid-Level(6-10),5,4-7 Years,4,0,3,7,6
939,Active Employee,0,No,33,26-35,Male,Single,4,Other,Research & Development,Research Scientist,1,2,Travel Rarely,1,Near (0-5 km),1198,100,3339,2799,<$3K,Lower Income,11,0,3,Good,3,1,2,3,2.25,Yes,Moderate Risk,6,Mid-Level(6-10),3,1-3 Years,2,0,2,3,1
940,Active Employee,0,No,58,56+,Female,Divorced,3,Technical Degree,Research & Development,Healthcare Representative,3,2,Travel Rarely,5,Near (0-5 km),1272,37,9255,10552,$10K-<15K,Upper Middle Income,13,1,3,Good,3,2,4,3,3,Yes,Moderate Risk,24,Expert(20+),6,4-7 Years,0,0,4,2,3
941,Active Employee,0,No,31,26-35,Male,Married,4,Life Sciences,Sales,Sales Representative,1,2,Travel Rarely,7,Moderate (6-15 km),154,41,11737,2329,<$3K,Lower Income,15,0,3,Good,2,3,2,4,2.75,No,Low Risk,13,Senior(11-20),7,4-7 Years,7,5,2,3,2
942,Active Employee,0,No,35,35-45,Female,Married,1,Life Sciences,Research & Development,Healthcare Representative,2,3,Travel Rarely,21,Far (16-30 km),1137,51,19170,4014,$3K-<6K,Lower Middle Income,25,1,4,Excellent,4,4,4,1,3.25,Yes,High Risk,10,Mid-Level(6-10),10,8-10 Years,6,0,7,1,2
944,Active Employee,0,No,49,46-55,Female,Married,2,Other,Research & Development,Laboratory Technician,3,3,Travel Rarely,8,Moderate (6-15 km),527,51,22477,7403,$6K-<10K,Middle Income,11,1,3,Good,1,2,3,2,2,No,Low Risk,29,Expert(20+),26,15+ Years,9,1,7,4,3
945,Active Employee,0,No,48,46-55,Male,Married,4,Medical,Research & Development,Research Scientist,1,3,Travel Rarely,20,Far (16-30 km),1469,51,5543,2259,<$3K,Lower Income,17,2,3,Good,4,3,1,2,2.5,No,Low Risk,13,Senior(11-20),0,New Joiner,0,0,0,4,2
947,Active Employee,0,No,31,26-35,Female,Married,2,Marketing,Sales,Sales Executive,2,3,Non-Travel,20,Far (16-30 km),1188,45,24406,6932,$6K-<10K,Middle Income,13,1,3,Good,4,3,4,2,3.25,No,Low Risk,9,Mid-Level(6-10),9,8-10 Years,8,0,0,1,2
949,Active Employee,0,No,36,35-45,Male,Single,4,Other,Research & Development,Research Scientist,1,3,Travel Rarely,7,Moderate (6-15 km),188,65,23293,4678,$3K-<6K,Lower Middle Income,18,0,3,Good,2,4,3,3,3,No,Low Risk,8,Mid-Level(6-10),6,4-7 Years,2,0,1,2,6
950,Active Employee,0,No,38,35-45,Female,Married,3,Technical Degree,Research & Development,Research Director,3,3,Travel Rarely,1,Near (0-5 km),1333,80,16292,13582,$10K-<15K,Upper Middle Income,13,1,3,Good,4,1,2,3,2.5,No,Low Risk,15,Senior(11-20),15,10-15 Years,12,5,11,1,3
951,Active Employee,0,No,32,26-35,Female,Married,3,Life Sciences,Research & Development,Laboratory Technician,1,2,Non-Travel,1,Near (0-5 km),1184,70,3974,2332,<$3K,Lower Income,20,0,4,Excellent,3,2,3,3,2.75,No,Low Risk,5,Junior(3-5),3,1-3 Years,0,0,2,6,3
952,Ex-Employee,1,Yes,25,18-25,Male,Married,2,Marketing,Sales,Sales Representative,1,2,Travel Rarely,19,Far (16-30 km),867,36,18798,2413,<$3K,Lower Income,18,3,3,Good,3,2,3,3,2.75,Yes,High Risk,1,Fresher(0-2),1,1-3 Years,0,0,0,1,2
954,Active Employee,0,No,40,35-45,Male,Divorced,4,Marketing,Sales,Sales Executive,3,2,Travel Rarely,10,Moderate (6-15 km),658,67,20652,9705,$6K-<10K,Middle Income,12,1,3,Good,1,2,2,2,1.75,No,Low Risk,11,Senior(11-20),1,1-3 Years,0,0,0,2,2
956,Active Employee,0,No,26,26-35,Male,Single,3,Medical,Sales,Sales Executive,2,2,Travel Frequently,1,Near (0-5 km),1283,52,11148,4294,$3K-<6K,Lower Middle Income,12,0,3,Good,3,1,2,3,2.25,No,Low Risk,7,Mid-Level(6-10),7,4-7 Years,7,0,7,1,2
957,Active Employee,0,No,41,35-45,Male,Single,3,Medical,Research & Development,Laboratory Technician,1,3,Travel Rarely,6,Moderate (6-15 km),263,59,3119,4721,$3K-<6K,Lower Middle Income,13,0,3,Good,4,1,3,3,2.75,Yes,Moderate Risk,20,Senior(11-20),18,15+ Years,13,2,17,2,3
958,Active Employee,0,No,36,35-45,Male,Single,4,Medical,Research & Development,Laboratory Technician,1,3,Travel Rarely,2,Near (0-5 km),938,79,12287,2519,<$3K,Lower Income,21,0,4,Excellent,3,3,3,3,3,No,Low Risk,16,Senior(11-20),11,10-15 Years,8,3,9,4,6
959,Ex-Employee,1,Yes,19,18-25,Male,Single,3,Other,Sales,Sales Representative,1,2,Travel Rarely,21,Far (16-30 km),419,37,9947,2121,<$3K,Lower Income,13,0,3,Good,4,2,2,4,3,Yes,High Risk,1,Fresher(0-2),1,1-3 Years,0,0,0,1,3
960,Ex-Employee,1,Yes,20,18-25,Male,Single,3,Technical Degree,Research & Development,Laboratory Technician,1,3,Travel Rarely,4,Near (0-5 km),129,84,13008,2973,<$3K,Lower Income,19,0,3,Good,1,1,2,3,1.75,No,Low Risk,1,Fresher(0-2),1,1-3 Years,0,0,0,1,2
961,Active Employee,0,No,31,26-35,Female,Married,3,Medical,Research & Development,Healthcare Representative,2,3,Travel Rarely,12,Moderate (6-15 km),616,41,17369,5855,$3K-<6K,Lower Middle Income,11,2,3,Good,4,4,3,1,3,Yes,High Risk,10,Mid-Level(6-10),9,8-10 Years,7,8,5,0,2
964,Active Employee,0,No,40,35-45,Male,Divorced,4,Medical,Research & Development,Research Scientist,1,3,Travel Frequently,9,Moderate (6-15 km),1469,35,25063,3617,$3K-<6K,Lower Middle Income,14,1,3,Good,4,2,4,3,3.25,Yes,Moderate Risk,3,Junior(3-5),1,1-3 Years,1,0,0,8,2
966,Active Employee,0,No,32,26-35,Female,Married,4,Medical,Research & Development,Manufacturing Director,2,3,Travel Rarely,3,Near (0-5 km),498,93,13554,6725,$6K-<10K,Middle Income,12,1,3,Good,3,1,3,4,2.75,No,Low Risk,8,Mid-Level(6-10),8,8-10 Years,7,6,3,1,2
967,Ex-Employee,1,Yes,36,35-45,Male,Married,1,Life Sciences,Sales,Sales Executive,3,2,Travel Rarely,3,Near (0-5 km),530,51,5518,10325,$10K-<15K,Upper Middle Income,11,1,3,Good,3,4,1,3,2.75,Yes,Moderate Risk,16,Senior(11-20),16,15+ Years,7,3,7,1,6
969,Active Employee,0,No,33,26-35,Female,Single,3,Life Sciences,Research & Development,Healthcare Representative,2,2,Travel Rarely,1,Near (0-5 km),1069,42,12291,6949,$6K-<10K,Middle Income,14,0,3,Good,2,4,1,3,2.5,No,Low Risk,6,Mid-Level(6-10),5,4-7 Years,0,1,4,0,3
970,Ex-Employee,1,Yes,37,35-45,Male,Married,4,Life Sciences,Sales,Sales Executive,3,2,Travel Rarely,1,Near (0-5 km),625,46,14922,10609,$10K-<15K,Upper Middle Income,11,0,3,Good,1,3,3,1,2,No,Low Risk,17,Senior(11-20),14,10-15 Years,1,11,7,5,2
972,Active Employee,0,No,45,35-45,Male,Married,2,Life Sciences,Research & Development,Laboratory Technician,2,3,Non-Travel,4,Near (0-5 km),805,57,23163,4447,$3K-<6K,Lower Middle Income,12,0,3,Good,3,2,2,2,2.25,No,Low Risk,9,Mid-Level(6-10),9,8-10 Years,7,0,8,1,5
974,Active Employee,0,No,29,26-35,Female,Married,3,Technical Degree,Sales,Sales Representative,1,3,Travel Frequently,20,Far (16-30 km),1404,84,18203,2157,<$3K,Lower Income,15,1,3,Good,3,4,2,3,3,No,Low Risk,3,Junior(3-5),3,1-3 Years,1,0,2,1,5
975,Active Employee,0,No,35,35-45,Female,Married,3,Medical,Sales,Sales Executive,2,3,Travel Rarely,18,Far (16-30 km),1219,86,6179,4601,$3K-<6K,Lower Middle Income,16,0,3,Good,3,3,2,3,2.75,No,Low Risk,5,Junior(3-5),5,4-7 Years,2,1,0,1,3
976,Active Employee,0,No,52,46-55,Male,Married,2,Life Sciences,Research & Development,Manager,4,3,Travel Rarely,1,Near (0-5 km),1053,70,13829,17099,$15K+,Higher Income,15,1,3,Good,4,4,2,2,3,No,Low Risk,26,Expert(20+),9,8-10 Years,8,7,8,2,2
977,Ex-Employee,1,Yes,58,56+,Male,Single,3,Technical Degree,Research & Development,Research Scientist,1,3,Travel Rarely,2,Near (0-5 km),289,51,26227,2479,<$3K,Lower Income,24,0,4,Excellent,4,3,1,3,2.75,No,Low Risk,7,Mid-Level(6-10),1,1-3 Years,0,0,0,4,4
981,Active Employee,0,No,53,46-55,Male,Divorced,2,Medical,Sales,Manager,4,3,Travel Rarely,2,Near (0-5 km),1376,45,13938,14852,$10K-<15K,Upper Middle Income,13,1,3,Good,3,3,3,4,3.25,No,Low Risk,22,Expert(20+),17,15+ Years,13,15,2,6,3
982,Active Employee,0,No,30,26-35,Male,Divorced,2,Other,Sales,Sales Executive,3,3,Travel Rarely,8,Moderate (6-15 km),231,62,9977,7264,$6K-<10K,Middle Income,11,1,3,Good,3,3,1,4,2.75,No,Low Risk,10,Mid-Level(6-10),8,8-10 Years,4,7,7,5,2
983,Active Employee,0,No,38,35-45,Female,Single,3,Technical Degree,Sales,Sales Executive,2,3,Non-Travel,10,Moderate (6-15 km),152,85,19899,5666,$3K-<6K,Lower Middle Income,13,0,3,Good,3,4,2,3,3,Yes,Moderate Risk,6,Mid-Level(6-10),5,4-7 Years,3,1,3,1,1
984,Active Employee,0,No,35,35-45,Male,Divorced,4,Life Sciences,Sales,Sales Executive,3,3,Travel Rarely,3,Near (0-5 km),882,92,6812,7823,$6K-<10K,Middle Income,13,1,3,Good,4,4,2,3,3.25,No,Low Risk,12,Senior(11-20),10,8-10 Years,9,0,8,6,2
